850707652,Cokaiamfine,推荐,2014-10-03,365,小时候非常痴迷的书，很喜欢鲁滨逊漂流到岛上后一次次的从破损的船上寻找可用的东西和他在岛上的生活，来来回回看了很多遍，我也不知道为什么。
241800176,Amberose,力荐,2010-04-18,90,在山里，昏暗的摇摇欲坠的灯光下，土房子里连电视都没有，读这本书
60533647,[已注销],力荐,2008-09-20,69,我小的时候最喜欢幻想漂流到荒岛……
187886383,陳蘇蘇二逼人生,推荐,2009-12-09,17,其实……真的就是一本流水账
1196405251,米兰捷,力荐,2017-05-30,12,难得的小时候就读的书，知道我读完这书的梦想是什么吗？我也想漂流到一个岛上，带着这本书，过上鲁滨逊的日子，甚至他终于离开孤岛回到本土我还觉得可惜。而小时候我竟然能对着这本书里鲁滨逊后期的田园生活满怀憧憬的咽口水，但是不经意间，小说前半段鲁滨逊吃得苦和星期五两人一起奋斗造船造房子的经历在潜移默化间更加的影响了我吧！
551999433,赫恩曼尼,还行,2012-07-04,8,如果人处于的关系网因为一次漂流而断裂，人只为了生存而生存的时候，生存的意义在哪里？
325794654,[已注销],推荐,2010-12-12,7,小学时候看的，这也是蛮影响我今后思考方式的一本书
67754617,Nobervem,null,2008-10-24,4,当时还小，没觉得自己过有啥区别
184053196,马自挂,推荐,2009-11-29,3,中小学生必读书目……
1360037067,末摘花,推荐,2018-04-18,9,试问一个人在荒岛能生存多久？鲁滨逊太了不起了！
521707007,[已注销],力荐,2012-04-18,7,从小就喜欢这种从零开始创造的故事 好有画面感
16240188,≌菩提风花,力荐,2007-06-26,2,一部总是被我想起的作品~
683973510,syron,力荐,2013-05-24,1,没有星期五的无人岛，孤独深深喂养我
298147480,茜,推荐,2010-09-28,1,重读了一遍，我承认，我是来看JQ的
67090485,[已注销],推荐,2008-10-21,1,小时候的幻想
4040040,到达彼岸的智慧,null,2006-07-11,1,百翻不烂
24752414,[已注销],力荐,2007-11-27,1,也是初中时看的 都快会背了
22174783,懒人老猫,推荐,2007-10-18,0,有趣
229085752,春暖花开王大拿,力荐,2010-03-15,116,小时候梦想可以一个人冒险
205843085,BBQ(づ￣ 3￣)づ熊猫过冬,推荐,2010-01-21,1,我找不到我读的那个版本的～～
57641731,袁牧,还行,2008-09-02,0,绅士在路上
678538264,[ e c h o ],null,2013-05-10,0,不得不一股脑翻过
260622393,。,推荐,2010-06-14,1,是小学的时候看过吧。
187025470,魏小河,推荐,2009-12-06,0,中间好看
3416648,琼斯黄,力荐,2006-06-03,1,自己动手丰衣足食。
374467674,tttiy,较差,2011-04-05,0,从小觉得这故事很荒诞。
15341724,Bill,推荐,2007-06-07,0,RSI 2005
179530455,豆总Jessica,推荐,2009-11-17,0,1993 喜欢它对孤岛生活的描写~~
42741530,Le Salomon,力荐,2008-05-30,2,小时候总盼着自己遇到船难，现在想起来就后怕！
169065799,水,null,2009-10-17,0,的儿飘，的儿飘，得意的飘。。。哈
12442578,掐出新鲜,推荐,2007-04-02,2,我看过的第一本外国小说
1723592055,江中鹤,力荐,2019-03-21,2,初中时读的，我其实很喜欢他在孤岛上的生活，在绝境中找出生存之道，最后回去，回到社会中未必就开心啊。
1422720703,树上闻风,推荐,2018-07-31,1,英文版更有风味
1736293422,萧萧,推荐,2019-03-31,1,初中读物
391214594,小乔,还行,2011-05-16,0,没有凡尔纳的三部曲好看
374734868,元気一杯咪噶酱,推荐,2011-04-05,0,弟弟很喜欢的书
522517530,舍得,推荐,2012-04-20,0,西方十七世纪的社会诚信让我惊叹！
183568412,四二,还行,2009-11-28,0,嘀咕吐槽过了，不再重复。
10519593,shackle,推荐,2007-02-13,0,儿时童话
436735018,海月云天,力荐,2011-09-16,0,自强不息的奋斗
405772893,无性生子海马君,推荐,2011-06-21,0,儿时的记忆
268461323,苏简,力荐,2010-07-08,0,要是换做了我，我能活下来吗
373464132,镜花水月,力荐,2011-04-03,0,我的第一本探险类小说 当时看完每晚睡前故事似的讲给两个小萝卜头听  记忆深刻……
188898895,莊小壞,还行,2009-12-11,0,3.3－－－還成吧，沒感覺。
611538000,风情绝代怪阿姨,还行,2012-12-04,0,"突然也想过那样的生活 
"
154533468,王子兮,推荐,2009-08-31,0,小时候看过很多遍的书，初中时好像还在外文书店买过英文版的。
175522397,从前有座山,力荐,2009-11-06,0,反正我很爱
40359015,P.Cissi 殿下,力荐,2008-05-11,0,小时候看过的最有趣的故事之一。
118468728,散步的鱼,推荐,2009-05-05,0,政治小说，当成旅游小说看就好了
584437883,[已注销],力荐,2012-09-26,0,名著启蒙
238118525,柴也愚,null,2010-04-08,0,每个假期都看一遍
