473042907,甜菇握紧江湖骗子,还行,2012-03-30,313,2012.3.30被这个小清新的封面骗了。借用豆瓣的评论：第一个故事是杀妻。第二个故事是操妹。 第三个故事是死姐。第四个故事是群P。 第五个故事是溺童。第六个故事是返童。 第七个故事是兽交。第八个故事是异装。 
939261127,XU,推荐,2015-07-10,149,根本就是一本精彩的小贱人cult小说集。但书名翻译的这么琼瑶，封面如此清新噁心也是厉害。编辑已掌握了让作者瞬间气死的特殊技能。
980833468,Pirouette,推荐,2015-11-25,126,一个自卑的卡夫卡，一个希区柯克状态的弗洛伊德，一个温柔甜蜜颓丧又变态的托马斯曼。
774667974,mOco,推荐,2014-02-07,69,文字能将那些听起来不堪入耳的可怕事件所净化，进而使得读者能够暂时放下成见对那些平时一想都觉可怕的事情也能产生共鸣与同理心。每一篇都如此怪异却又寻常，最触动我的是《与橱中人的对话》。
232077864,匡匡,推荐,2010-06-05,25,伊恩.麦克尤恩让我在阅读的时候能够保持一种情绪上的独立，而不是因为共情作用让自己紧紧地贴附上去。它不会搞得我沮丧或者煎熬，不会突然在某一个句节处触怒我。
668861438,囧叔,推荐,2013-04-18,15,最后一篇是怎么回事，感觉完全不是同一个人写的……
222471966,胤祥,推荐,2010-05-27,8,最后一篇《化妆》才回到麦克尤恩式的小说调调。写的挺有趣的，小说口味略重。前面导读后面附录都是很有想法，不过我似乎是《赎罪》先入为主，觉得“麦克尤恩式”的小说就该那样。另外，这本书用纸极好。赞。
913110378,JUNWK1334,推荐,2015-04-15,12,被这个小清新的书名包装骗了！拖了好久都没看！其实还是青春期的迷惘什么的吧就是下手比较重口一点23333 喜欢《与橱中人的对话》这篇
752487493,长安,还行,2013-12-09,12,因为书的封面和名字，我一直以为这是一本纯美光洁如小兔子的爱情故事书。直到看完我才知道这就是一本强奸小兔子之后带着天才般孤独和脏兮兮的幻想的小黄书！！
677272717,冥王星的灯笼裤,力荐,2013-05-07,9,意外得到的一本书，作者是写赎罪的，第一个故事简直了，往后的每一个故事都让人冷意十足。这种自说自话的写作方式特别能反映一个人的精神状态，冷静的诉说淫邪的文字都描写着破碎孤寂的世界呢，故事好。
245980945,小岩菽,力荐,2015-05-21,7,不知是否电子文本的显示较之皮肤与纸页的摩挲横生距离感，亦或南欧的阳光太炽烈，读的时候始终没有脊背发凉，继而开始思忖对这些故事的喜爱真的因为自身口味过重，但完全无法忽视文本本身的自然、精确、清澈、迷乱、邪气、戛然而止的美妙余音。确实，必须真正了解人性阴暗面，懂得对付与操控它，才能永葆向善之心。这个夏天就献给沉迷夏日的麦克尤恩吧。
265625958,安东妮,力荐,2010-06-29,7,比后来的小说都好看，译笔也舒服。同样是27岁写的，相比之下贵国青春期小说家的后记还停留在梦呓阶段么
245818093,bamboo,null,2010-08-29,8,为神马我觉得这本书很变态 跟title一点关系没有……
549822629,木小瓷,力荐,2012-08-08,6,最爱的短篇集 没有之一 而且 潘帕他也是个才子
414363723,[已注销],还行,2011-07-15,5,可能这书是写给那些不再是少年的少年看的。还是最喜欢《立体几何》。
222116191,卡卡,还行,2010-08-22,5,翻译腔让人浑身不舒服
161359039,大瘦瘦,力荐,2011-12-05,4,那蚊叮的高潮
242044940,Wishbao,力荐,2011-08-09,4,因为这本书让我决定疯狂的去读他的书！
511929959,陳二,力荐,2012-05-25,4,近期看过的书最佳
580845996,狷介有乌青,力荐,2012-09-16,4,每看一篇都会被成功拉进去，以至于整本看完都产生幻听了。
385423071,李升平,推荐,2011-08-26,5,喜欢最后一则，写得最好
270246981,放开那个西红柿,推荐,2010-07-14,3,一本黑色的邪恶的书，但是却能从另一方面净化人的心灵，故事不长，但是很奇特，读完每个故事之后我都翻几遍结局，每次都觉得不可思议，“怎么能这样？”这就是我每次看完之后的想法，的确不错。
450148812,魏小河,null,2011-10-25,4,性凉，色调灰暗，《蝴蝶》尤佳。这种恶童调调，乙一也有。
1093839718,清浅时光,推荐,2016-10-05,7,"大概爱情的开始都很相似，结束的时候却更不相同。
但原因只有一个，无非不爱了。"
